title,author,rating,genres
"the disaster artist: my life inside the room, the greatest bad movie ever made",greg sestero,8.56,documentary
the speed of life,james victor jordan,8.6,drama
"paint it all red (mindf*ck, #5)",s.t. abby,9.14,romance
"the american roommate experiment (spanish love deception, #2)",elena  armas,7.72,romance
five smooth stones,ann fairbairn,8.86,history
"rama revealed (rama, #4)",arthur c. clarke,7.64,science fiction
jarhead : a marine's chronicle of the gulf war and other battles,anthony swofford,7.36,documentary
"area 7 (shane schofield, #2)",matthew reilly,8.22,thriller
"broken (women of the otherworld, #6)",kelley armstrong,8.36,fantasy
boomerang: travels in the new third world,michael   lewis,7.8,documentary
"the iron legends (the iron fey, #1.5, 3.5, 4.5)",julie kagawa,8.46,fantasy
"timebound (the chronos files, #1)",rysa walker,7.78,science fiction
"s is for silence (kinsey millhone, #19)",sue grafton,7.9,mystery
"the expats (kate moore, #1)",chris  pavone,7.0,mystery
"queen song (red queen, #0.1)",victoria aveyard,7.6,fantasy
"faceless killers (kurt wallander, #1)",henning mankell,7.54,mystery
"greenglass house (greenglass house, #1)",kate milford,8.06,mystery
the double bind,chris bohjalian,7.26,mystery
"fluke: or, i know why the winged whale sings",christopher moore,7.52,comedy
megan meade's guide to the mcgowan boys,kate brian,7.84,romance
"the prophet of yonwood (book of ember, #3)",jeanne duprau,6.56,science fiction
"the spook's sacrifice (the last apprentice / wardstone chronicles, #6)",joseph   delaney,8.4,fantasy
life,keith richards,7.76,documentary
look again,lisa scottoline,7.76,mystery
"the maleficent seven (skulduggery pleasant, #7.5)",derek landy,8.66,fantasy
"earth girl (earth girl, #1)",janet  edwards,7.66,science fiction
"curtsies & conspiracies (finishing school, #2)",gail carriger,8.26,fantasy
the ordinary princess,m.m. kaye,8.42,fantasy
our souls at night,kent haruf,7.84,romance
"half lost (the half bad trilogy, #3)",sally green,8.06,fantasy
"death note, vol. 7: zero (death note, #7)",tsugumi ohba,8.88,fantasy
letters from the earth: uncensored writings,mark twain,8.4,comedy
"protect and defend (mitch rapp, #10)",vince flynn,8.7,thriller
"sovereign (matthew shardlake, #3)",c.j. sansom,8.46,history
"love bites (argeneau, #2)",lynsay sands,8.2,romance
"demon lord of karanda (the malloreon, #3)",david eddings,8.12,fantasy
"the doll people (doll people, #1)",ann m. martin,8.1,fantasy
"fortune's favorites (masters of rome, #3)",colleen mccullough,8.76,history
when it happens,susane colasanti,7.48,romance
"the beginning: born at midnight and awake at dawn (shadow falls, #1-2)",c.c. hunter,9.0,fantasy
blackberry wine,joanne harris,7.66,romance
"agent zigzag: a true story of nazi espionage, love, and betrayal",ben macintyre,8.26,documentary
the ones who walk away from omelas,ursula k. le guin,8.74,fantasy
rooftoppers,katherine rundell,8.14,history
"vicious (sinners of saint, #1)",l.j. shen,7.96,romance
confessions,kanae minato,8.04,thriller
"for we are many (bobiverse, #2)",dennis e. taylor,8.74,science fiction
jennifer government,max barry,7.34,science fiction
alaska,james a. michener,8.3,history
the last stand of the tin can sailors: the extraordinary world war ii story of the u.s. navy's finest hour,james d. hornfischer,8.68,history
winning,jack welch,7.7,documentary
the last time i saw you,liv constantine,7.0,mystery
tribe: on homecoming and belonging,sebastian junger,8.04,documentary
girl in hyacinth blue,susan vreeland,7.48,history
"the forest house (avalon, #2)",marion zimmer bradley,7.74,fantasy
"born free: a lioness of two worlds (story of elsa, #1)",joy adamson,8.32,documentary
altar of eden,james rollins,8.06,thriller
"rock bottom (tristan & danika, #2)",r.k. lilley,8.84,romance
"dime store magic (women of the otherworld, #3)",kelley armstrong,8.14,fantasy
"thoughtful (thoughtless, #4)",s.c. stephens,8.46,romance
"kingdom of the feared (kingdom of the wicked, #3)",kerri maniscalco,7.78,fantasy
liberty and tyranny: a conservative manifesto,mark r. levin,8.34,documentary
babel-17,samuel r. delany,7.46,science fiction
"reboot (reboot, #1)",amy tintera,7.78,science fiction
orlando furioso,ludovico ariosto,8.06,fantasy
"the high auction (wisdom revolution, #1)",misba,9.2,fantasy
kissing the witch: old tales in new skins,emma donoghue,7.76,fantasy
agnes grey,anne brontë,7.4,romance
z for zachariah,robert c. o'brien,7.34,science fiction
me and mr. darcy,alexandra potter,6.44,romance
the girls' guide to hunting and fishing,melissa bank,6.7,romance
stranger with my face,lois duncan,7.8,horror
"darkest mercy (wicked lovely, #5)",melissa marr,8.22,fantasy
"blood feud (drake chronicles, #2)",alyxandra harvey,8.22,fantasy
the protestant ethic and the spirit of capitalism,max weber,7.82,documentary
once...,james herbert,7.48,horror
"a great deliverance (inspector lynley, #1)",elizabeth  george,8.08,mystery
bloodlands: europe between hitler and stalin,timothy snyder,8.74,history
nerve,jeanne ryan,6.62,thriller
"red notice: a true story of high finance, murder, and one man's fight for justice",bill browder,8.88,documentary
"dark age (red rising saga, #5)",pierce brown,8.92,science fiction
"the immortals (immortals, #1-4)",tamora pierce,9.18,fantasy
"dark life (dark life, #1)",kat falls,7.8,science fiction
"monster high (monster high, #1)",lisi harrison,7.38,fantasy
carter beats the devil,glen david gold,8.18,history
"raid (unfinished hero, #3)",kristen ashley,8.42,romance
"promise me darkness (promise me, #1)",paige weaver,8.14,romance
"warrior rising (goddess summoning, #6)",p.c. cast,8.26,romance
if you find me,emily  murdoch,8.16,mystery
the good soldiers,david finkel,8.44,documentary
"the chosen (black dagger brotherhood, #15)",j.r. ward,8.62,horror
the enormous crocodile,roald dahl,7.56,fantasy
"frozen charlotte (frozen charlotte, #1)",alex bell,8.44,horror
"waking gods (themis files, #2)",sylvain neuvel,8.02,science fiction
"dark challenge (dark, #5)",christine feehan,8.5,romance
wall and piece,banksy,7.7,documentary
"the force of wind (elemental mysteries, #3)",elizabeth   hunter,8.58,horror
"death of kings (the saxon stories, #6)",bernard cornwell,8.6,history
i see you,clare mackintosh,7.74,thriller
"aru shah and the tree of wishes (pandava, #3)",roshani chokshi,8.8,fantasy
102 minutes: the untold story of the fight to survive inside the twin towers,jim dwyer,8.58,documentary
the custom of the country,edith wharton,8.1,history
carrion comfort,dan simmons,7.8,horror
"the broken kingdoms (inheritance, #2)",n.k. jemisin,8.26,fantasy
"music of the heart (runaway train, #1)",katie ashley,7.98,romance
"promise of blood (powder mage, #1)",brian  mcclellan,8.28,fantasy
venus in furs,leopold von sacher-masoch,7.28,romance
"the fate of ten (lorien legacies, #6)",pittacus lore,8.6,fantasy
darth plagueis,james luceno,8.3,science fiction
"ozma of oz (oz, #3)",l. frank baum,7.9,fantasy
the scarlet thread,francine rivers,8.36,history
shadow of the moon,m.m. kaye,8.46,history
the greatest salesman in the world,og mandino,8.4,documentary
"audrey, wait!",robin benway,7.52,romance
"the ship who sang (brainship, #1)",anne mccaffrey,8.06,science fiction
"hexed (the iron druid chronicles, #2)",kevin hearne,8.44,fantasy
"the tin roof blowdown (dave robicheaux, #16)",james lee burke,8.36,mystery
hymns of the church of jesus christ of latter-day saints,the church of jesus christ of latter-day saints,9.32,documentary
"flirt (anita blake, vampire hunter, #18)",laurell k. hamilton,7.48,fantasy
"the druid of shannara (heritage of shannara, #2)",terry brooks,8.06,fantasy
temple,matthew reilly,8.12,thriller
"the shadow queen (the black jewels, #7)",anne bishop,8.68,fantasy
last man standing,david baldacci,8.12,thriller
"fever (breathless, #2)",maya banks,7.94,romance
feminism is for everybody: passionate politics,bell hooks,8.3,documentary
the changeling,zilpha keatley snyder,8.34,fantasy
espedair street,iain banks,7.78,thriller
"the grass crown (masters of rome, #2)",colleen mccullough,8.66,history
the universe in a nutshell,stephen hawking,8.36,documentary
"sun and moon, ice and snow",jessica day george,7.96,fantasy
"tempting the best man (gamble brothers, #1)",j. lynn,7.36,romance
"a severe mercy: a story of faith, tragedy, and triumph",sheldon vanauken,8.54,documentary
"the selection series 0.5, 1-2 box set (the selection, #0.5, 1-2)",kiera cass,9.16,romance
"move the sun (signal bend, #1)",susan fanetti,7.6,romance
"rich people problems (crazy rich asians, #3)",kevin kwan,7.9,romance
zealot: the life and times of jesus of nazareth,reza aslan,7.7,history
the palace of dreams,ismail kadare,7.94,fantasy
"private (private, #1)",kate brian,7.56,mystery
big fish,daniel wallace,7.36,fantasy
the last summer of you and me,ann brashares,7.18,romance
"shadow (new species, #9)",laurann dohner,8.44,horror
"rage of the fallen (the last apprentice / wardstone chronicles, #8)",joseph   delaney,8.5,fantasy
phaedo,plato,8.12,documentary
"loamhedge (redwall, #16)",brian jacques,7.9,fantasy
our man in havana,graham greene,7.88,comedy
"cinder & ella (cinder & ella, #1)",kelly oram,8.44,romance
the case for faith: a journalist investigates the toughest objections to christianity,lee strobel,8.48,documentary
the trouble with being born,emil m. cioran,8.22,documentary
"the high auction (wisdom revolution, #1)",misba,9.2,fantasy
"heartless (pretty little liars, #7)",sara shepard,8.06,mystery
"silent in the grave (lady julia grey, #1)",deanna raybourn,7.82,mystery
"remember (redemption, #2)",karen kingsbury,8.82,romance
the princess,lori wick,8.28,romance
"scorpia rising (alex rider, #9)",anthony horowitz,8.58,adventure
legacy,susan  kay,8.28,history
"falling under (falling under, #1)",gwen hayes,7.56,horror
skipping christmas,john grisham,7.08,comedy
andersonville,mackinlay kantor,8.2,history
"seven minutes in heaven (the lying game, #6)",sara shepard,8.38,mystery
the prince of thieves,alexandre dumas,8.04,adventure
"frostblood (frostblood saga, #1)",elly blake,7.68,fantasy
"geekerella (once upon a con, #1)",ashley poston,7.82,romance
the bone garden,tess gerritsen,8.1,mystery
"the hidden life of trees: what they feel, how they communicate: discoveries from a secret world",peter wohlleben,8.14,documentary
"time of the twins (dragonlance: legends, #1)",margaret weis,8.34,fantasy
"robots and empire (robot, #4)",isaac asimov,8.42,science fiction
the secret of crickley hall,james herbert,7.82,horror
the king of elfland's daughter,lord dunsany,7.66,fantasy
"breathe (breathe, #1)",sarah crossan,7.38,science fiction
نصف ميت دفن حيًا,حسن الجندي,7.92,horror
adultery,paulo coelho,6.16,romance
fire and hemlock,diana wynne jones,7.94,fantasy
"the target (will robie, #3)",david baldacci,8.26,thriller
"dark reunion (the vampire diaries, #4)",l.j. smith,7.0,fantasy
heart on a chain,cindy c. bennett,8.06,romance
"hana (delirium, #1.5)",lauren oliver,7.26,science fiction
"the madman's daughter (the madman's daughter, #1)",megan shepherd,7.34,history
"until you (westmoreland, #3)",judith mcnaught,8.24,romance
fatelessness,imre kertész,8.14,history
beautiful you,chuck palahniuk,6.08,comedy
"knots and crosses (inspector rebus, #1)",ian rankin,7.62,mystery
full tilt,neal shusterman,7.78,horror
velocity,dean koontz,7.74,horror
"the rowan (the tower and the hive, #1)",anne mccaffrey,8.1,science fiction
"up from the grave (night huntress, #7)",jeaniene frost,8.54,fantasy
"consumed (consumed, #1)",skyla madi,8.14,romance
if i was your girl,meredith russo,7.96,romance
"samantha's revenge (arcadia's children, #1)",andrew r.  williams,8.82,drama
the sunflower: on the possibilities and limits of forgiveness,simon wiesenthal,8.24,documentary
the wall,jean-paul sartre,8.14,documentary
"the goddess hunt (goddess test, #1.5)",aimee carter,7.6,fantasy
the first american: the life and times of benjamin franklin,h.w. brands,8.18,documentary
"the stonekeeper (amulet, #1)",kazu kibuishi,8.34,fantasy
"relentless (relentless, #1)",karen  lynch,8.58,fantasy
possessing the secret of joy,alice walker,8.18,history
"beyond tuesday morning (9/11, #2)",karen kingsbury,8.68,romance
a course in miracles,foundation for inner peace,8.36,documentary
bidadari bidadari surga,tere liye,8.66,family
"everwild (skinjacker, #2)",neal shusterman,8.42,fantasy
freedom from the known,j. krishnamurti,8.56,documentary
"sometimes it lasts (sea breeze, #5)",abbi glines,8.52,romance
saving grace,julie garwood,8.5,romance
"the queen (the selection, #0.4)",kiera cass,7.66,romance
improbable,adam fawer,8.28,science fiction
home,toni morrison,7.62,history
my best friend's brother,m.j. thompson,6.94,romance
"sleeping giants (themis files, #1)",sylvain neuvel,7.64,science fiction
the five gates of hell,rupert thomson,7.38,horror
"ark angel (alex rider, #6)",anthony horowitz,8.24,adventure
"violets are blue (alex cross, #7)",james patterson,7.98,mystery
ignorance,milan kundera,7.6,documentary
so much closer,susane colasanti,7.36,romance
"a perfect blood (the hollows, #10)",kim harrison,8.76,fantasy
meant to be,lauren morrill,7.4,romance
byzantium,stephen r. lawhead,8.4,history
ireland,frank delaney,8.08,history
take a thief (valdemar #25),mercedes lackey,8.3,fantasy
chicken soup for the soul,jack canfield,7.92,documentary
tilt,ellen hopkins,8.4,romance
journey to ixtlan,carlos castaneda,8.2,documentary
"my love lies bleeding (drake chronicles, #1)",alyxandra harvey,7.92,fantasy
coming up for air,george orwell,7.58,history
"a clean kill in tokyo (john rain, #1)",barry eisler,7.96,thriller
the book of cold cases,simone st. james,7.58,mystery
"burning chrome (sprawl, #0)",william gibson,8.12,science fiction
there's no such place as far away,richard bach,7.88,documentary
"physik (septimus heap, #3)",angie sage,8.02,fantasy
once,morris gleitzman,8.46,history
"into the still blue (under the never sky, #3)",veronica rossi,8.3,science fiction
"in flight (up in the air, #1)",r.k. lilley,8.14,romance
"one week girlfriend (one week girlfriend, #1)",monica  murphy,7.82,romance
"beautiful player (beautiful bastard, #3)",christina lauren,8.52,romance
asylum: a hidden tale - sinister tales,anna gallegos,8.18,horror
xoxo,axie oh,7.72,romance
woodrow wilson: a biography,john milton cooper jr.,7.62,documentary
the covenant,james a. michener,8.42,history
"sworn to silence (kate burkholder, #1)",linda castillo,8.06,mystery
"altered (altered, #1)",jennifer rush,8.02,science fiction
only ever yours,louise o'neill,7.54,science fiction
the most dangerous game,richard connell,7.88,horror
"midnight predator (den of shadows, #4)",amelia atwater-rhodes,8.04,fantasy
captivating: unveiling the mystery of a woman's soul,john eldredge,7.84,documentary
uncle vanya,anton chekhov,7.7,drama
gone to soldiers,marge piercy,8.54,history
"eyes like stars (théâtre illuminata, #1)",lisa mantchev,7.44,fantasy
a mercy,toni morrison,7.48,history
"the autobiography of martin luther king, jr.",martin luther king jr.,8.64,documentary
griffin & sabine (griffin & sabine #1),nick bantock,8.02,fantasy
the colorado kid,stephen king,6.76,mystery
home: a hidden tale - sinister tales,anna gallegos,8.9,horror
the cyberiad,stanisław lem,8.3,science fiction
"rogue (shifters, #2)",rachel vincent,8.18,fantasy
a bad case of stripes (scholastic bookshelf),david shannon,8.52,fantasy
زمن الخيول البيضاء,ibrahim nasrallah,8.86,history
"gregor and the prophecy of bane (underland chronicles, #2)",suzanne collins,8.42,fantasy
"city of ghosts (downside ghosts, #3)",stacia kane,8.44,fantasy
"elric of melniboné (the elric saga, #1)",michael moorcock,7.78,fantasy
"i, lucifer",glen duncan,7.2,fantasy
five point someone: what not to do at iit,chetan bhagat,6.86,romance
"infected (infected, #1)",scott sigler,7.68,horror
"attack of the fiend (the last apprentice / wardstone chronicles, #4)",joseph   delaney,8.42,fantasy
a little history of the world,e.h. gombrich,8.22,history
do androids dream of electric sheep?,philip k. dick,8.18,science fiction
sins of the maker,daniel cuervonegro,8.56,fantasy
"arrow's fall (heralds of valdemar, #3)",mercedes lackey,8.38,fantasy
the doomsday conspiracy,sidney sheldon,7.3,thriller
"street magic (the circle opens, #2)",tamora pierce,8.34,fantasy
"a darkness at sethanon (the riftwar saga, #4)",raymond e. feist,8.38,fantasy
"deal breaker (myron bolitar, #1)",harlan coben,7.94,mystery
"embrace the darkness (guardians of eternity, #2)",alexandra ivy,8.28,romance
"ruined (ruined, #1)",paula morris,7.68,horror
have a nice day!: a tale of blood and sweatsocks,mick foley,8.54,documentary
the pleasure of finding things out: the best short works of richard p. feynman,richard p. feynman,8.46,documentary
"a natural history of dragons (the memoirs of lady trent, #1)",marie brennan,7.68,fantasy
"dreams of winter (a forgotten gods tale, #1)",christian warren freed,8.7,fantasy
the stranger,harlan coben,7.78,mystery
"the deep end of the ocean (cappadora family, #1)",jacquelyn mitchard,7.74,mystery
"invincible (chronicles of nick, #2)",sherrilyn kenyon,8.52,horror
"sweet venom (medusa girls, #1)",tera lynn childs,7.82,fantasy
earthly powers,anthony burgess,8.26,history
"monster in his eyes (monster in his eyes, #1)",j.m. darhower,8.16,romance
"gathering darkness (falling kingdoms, #3)",morgan rhodes,8.46,fantasy
"flow my tears, the policeman said",philip k. dick,7.84,science fiction
finding me,viola davis,9.16,documentary
the upanishads,anonymous,8.46,documentary
lighthousekeeping,jeanette winterson,7.74,history
"tears of tess (monsters in the dark, #1)",pepper winters,8.02,drama
"spook country (blue ant, #2)",william gibson,7.42,science fiction
the love poems of rumi,deepak chopra,8.54,romance
"tribulation force (left behind, #2)",tim lahaye,7.94,fantasy
physics of the impossible,michio kaku,8.18,documentary
i wrote this for you (i wrote this for you #4),pleasefindthis,8.18,romance
the museum of extraordinary things,alice hoffman,7.52,history
"game (i hunt killers, #2)",barry lyga,8.46,mystery
stillwell,michael phillip cash,7.9,horror
"terms and conditions  (dreamland billionaires, #2)",lauren asher,8.34,romance
"the song of the lioness quartet (song of the lioness, #1-4)",tamora pierce,9.18,fantasy
the fry chronicles,stephen fry,7.68,documentary
rising sun,michael crichton,7.3,thriller
"the magic (the secret, #3)",rhonda byrne,8.22,documentary
η φόνισσα,alexandros papadiamantis,8.46,crime
"archangel's legion (guild hunter, #6)",nalini singh,8.78,fantasy
"the wolves of willoughby chase (the wolves chronicles, #1)",joan aiken,8.12,fantasy
"the bromance book club (bromance book club, #1)",lyssa kay adams,7.8,romance
say nothing: a true story of murder and memory in northern ireland,patrick radden keefe,8.9,documentary
"the sweetest oblivion (made, #1)",danielle lori,8.1,romance
the trojan women,euripides,7.72,drama
women of the silk (women of the silk #1),gail tsukiyama,7.9,history
"curse the dawn (cassandra palmer, #4)",karen chance,8.3,fantasy
"a conspiracy of kings (the queen's thief, #4)",megan whalen turner,8.2,fantasy
"cat & mouse (alex cross, #4)",james patterson,8.04,mystery
"city of bones / city of ashes / city of glass / city of fallen angels / city of lost souls (the mortal instruments, #1-5)",cassandra clare,9.14,fantasy
crush it!: why now is the time to cash in on your passion,gary vaynerchuk,7.74,documentary
warrior of the light,paulo coelho,7.38,documentary
"touch & geaux (cut & run, #7)",abigail roux,8.96,romance
"ramona the pest (ramona, #2)",beverly cleary,8.16,comedy
the life and death of anne boleyn,eric ives,8.4,history
"ice planet barbarians (ice planet barbarians, #1)",ruby dixon,7.32,romance
"the dangerous gift (wings of fire, #14)",tui t. sutherland,9.0,fantasy
the dhammapada,anonymous,8.54,documentary
love in the ruins,walker percy,7.66,science fiction
"the madness of lord ian mackenzie (mackenzies & mcbrides, #1)",jennifer ashley,8.1,romance
"revolution 2020: love, corruption, ambition",chetan bhagat,6.22,romance
first love,emily raymond james patterson,7.56,romance
"the broken eye (lightbringer, #3)",brent weeks,8.9,fantasy
legion of the damned,sven hassel,7.96,war
"wicked: witch & curse (wicked, #1-2)",nancy holder,7.24,fantasy
a woman of independent means,e forsythe-hailey,7.94,history
at the mountains of madness and other tales of terror,h.p. lovecraft,8.52,horror
the knowledge of the holy,a.w. tozer,8.76,documentary
"into the shadow (darkness chosen, #3)",christina dodd,8.4,romance
"darklight (wondrous strange, #2)",lesley livingston,7.82,fantasy
"the morganville vampires, volume 1 (the morganville vampires, #1-2)",rachel caine,8.7,fantasy
"phantom (the vampire diaries: the hunters, #1)",l.j. smith,7.52,fantasy
the satanic bible,anton szandor lavey,6.82,documentary
"once (eve, #2)",anna carey,7.76,science fiction
ashes in the wind,kathleen e. woodiwiss,8.38,romance
"unique, different, found (nightfall, #1)",violet samuels,7.18,horror
downright delinquents,lauren jackson,8.08,romance
the chemist,stephenie meyer,7.5,thriller
"wayfarer (passenger, #2)",alexandra bracken,7.62,fantasy
"daughter of the siren queen (daughter of the pirate king, #2)",tricia levenseller,8.18,fantasy
uncovering love,j.j. sorel,8.54,romance
"the collected poems, 1957-1982",wendell berry,8.78,documentary
"in the belly of the bloodhound: being an account of a particularly peculiar adventure in the life of jacky faber (bloody jack, #4)",l.a. meyer,8.64,history
"kitty and the midnight hour (kitty norville, #1)",carrie vaughn,7.36,fantasy
"five on a treasure island (famous five, #1)",enid blyton,8.22,adventure
a separate reality,carlos castaneda,8.16,documentary
"a passion most pure (the daughters of boston, #1)",julie lessman,7.94,romance
one thousand gifts: a dare to live fully right where you are,ann voskamp,8.04,documentary
the fall of the house of usher,edgar allan poe,7.8,horror
running wild,michael morpurgo,8.42,adventure
فلتغفري,أثير عبدالله النشمي,6.82,romance
the door,magda szabó,8.18,history
lost boy: the true story of captain hook,christina henry,8.44,fantasy
"city of ghosts (cassidy blake, #1)",victoria schwab,7.78,fantasy
"frog and toad together (frog and toad, #2)",arnold lobel,8.5,fantasy
ironweed,william  kennedy,7.74,history
the rapture of canaan,sheri reynolds,7.66,history
eaters of the dead,michael crichton,7.38,history
"mystic city (mystic city, #1)",theo lawrence,7.46,fantasy
"the goddess legacy (goddess test, #2.5)",aimee carter,8.06,fantasy
moscow 1812: napoleon's fatal march,adam zamoyski,8.68,history
"the hook up (game on, #1)",kristen callihan,7.9,romance
room on the broom,julia donaldson,8.9,fantasy
"the shadow of what was lost (the licanius trilogy, #1)",james  islington,8.28,fantasy
"split second (sean king & michelle maxwell, #1)",david baldacci,8.08,mystery
pericles,william shakespeare,6.88,drama
"death note, vol. 8: target (death note, #8)",tsugumi ohba,8.46,fantasy
the divine conspiracy: rediscovering our hidden life in god,dallas willard,8.38,documentary
the curious case of benjamin button,f. scott fitzgerald,7.14,fantasy
"scandal in spring (wallflowers, #4)",lisa kleypas,8.04,romance
"books of blood: volumes one to three (books of blood, #1-3)",clive barker,8.38,horror
"the invaders (brotherband chronicles, #2)",john flanagan,8.78,fantasy
"dance upon the air (three sisters island, #1)",nora roberts,8.42,romance
"white hot (hidden legacy, #2)",ilona andrews,8.92,fantasy
bunny,mona awad,7.08,horror
"the dancers at the end of time (eternal champion, #10)",michael moorcock,7.98,fantasy
job: a comedy of justice,robert a. heinlein,7.56,science fiction
remembrance of things past: volume ii - the guermantes way & cities of the plain,marcel proust,9.02,documentary
"eulalia! (redwall, #19)",brian jacques,8.22,fantasy
"a passion denied (the daughters of boston, #3)",julie lessman,8.48,history
battle cry of freedom,james m. mcpherson,8.74,history
major pettigrew's last stand,helen simonson,7.8,romance
death: the high cost of living,neil gaiman,8.4,animation
"conqueror (conqueror, #5)",conn iggulden,8.9,history
the threepenny opera,bertolt brecht,7.78,drama
the hunger angel,herta müller,7.78,history
incognito: the secret lives of the brain,david eagleman,8.16,documentary
new world translation of the holy scriptures (1984),anonymous,9.04,documentary
"streets of laredo (lonesome dove, #2)",larry mcmurtry,8.08,adventure
"caged in darkness (caged, #1)",j.d. stroube,7.14,fantasy
seducing the myth,lucy felthouse,7.78,fantasy
a legacy of madness: recovering my family from generations of mental illness,tom   davis,7.14,documentary
i am an island,jonathan culver,7.5,thriller
"blood ties (blood ties, #1)",sophie mckenzie,8.24,mystery
"a tale of the other kind (therian, #1)",leandi cameron,7.24,fantasy
"shattered (shattered hearts, #1)",nicole  banks,8.28,romance
the girl who fell,s.m. parker,7.26,romance
arranged,catherine mckenzie,7.36,romance
woven,michael   jensen,7.78,fantasy
"human action: a treatise on economics, 3rd revised edition",ludwig von mises,8.68,documentary
"hunt for the star (the eldon archives, #1)",dane richter,9.68,fantasy
beautiful affliction,lene fogelberg,7.7,documentary
the oldest soul - animus,tiffany fitzhenry,7.86,fantasy
the japanese lover,isabel allende,7.72,history
origins of india: bharatvarsham,ravi   pathak,9.04,history
what we think we become,durgesh satpathy,8.44,documentary
if shadows could tell: an aurora steller mystery novel,granthana sinha,7.98,mystery
electra,sophocles,7.62,drama
love warrior,glennon doyle melton,8.14,documentary
come with me,ronald malfi,7.96,horror
dancing skeletons: life and death in west africa,katherine a. dettwyler,7.58,documentary
the old straight track : the classic book on ley lines,alfred watkins,7.26,documentary
"the quillan games (pendragon, #7)",d.j. machale,8.4,fantasy
follow your heart,susanna tamaro,7.32,romance
"bullet (anita blake, vampire hunter, #19)",laurell k. hamilton,7.7,fantasy
"over sea, under stone (the dark is rising, #1)",susan cooper,7.7,fantasy
the fade,chris wooding,7.8,fantasy
the execution,sharon cramer,7.86,history
1632,eric flint,8.1,history
"unraveling (unraveling, #1)",elizabeth norris,7.66,science fiction
"blackveil (green rider, #4)",kristen britain,8.4,fantasy
that first kiss (night calls #2),j.c. valentine,7.62,romance
the scriptlings,sorin suciu,8.04,fantasy
the family,mario puzo,7.66,history
"the paper magician (the paper magician, #1)",charlie n. holmberg,7.36,fantasy
freedom: the end of the human condition,jeremy griffith,7.22,documentary
"from maid to duchess (a fairytale retelling, #1)",regina james,8.22,fantasy
tales of the astonishing black spark,charlie j. eskew,8.1,science fiction
"winterhorn (tokens of benevolence, #1)",baiculescu ovidiu nicolae,8.84,fantasy
live for me,emma   thomas,8.7,drama
alone with you in the ether,olivie blake,7.8,romance
"fruits basket, vol. 2",natsuki takaya,8.76,fantasy
holy the firm,annie dillard,8.4,documentary
life on the other side: a psychic's tour of the afterlife,sylvia browne,8.08,documentary
secrets of jewish wealth revealed!,celso cukierkorn,8.36,documentary
"swamp thing, vol. 1: saga of the swamp thing",alan moore,8.46,animation
eating smoke: one man's descent into crystal meth psychosis in hong kong's triad heartland,chris thrall,7.22,documentary
amaranth,john  kellett,7.86,fantasy
"ghost in the machine (corwint central agent files, #1)",c.e. kilgore,7.4,science fiction
the snow queen: illustrated by t. pym (everyman's library children's classics series),hans christian andersen,7.48,fantasy
"the stonekeeper's curse (amulet, #2)",kazu kibuishi,8.66,fantasy
the incal,alejandro jodorowsky,8.26,animation
"unforgiven (fallen, #5)",lauren kate,7.76,fantasy
"charcoal tears (seraph black, #1)",jane washington,8.14,horror
"saga, volume 4",brian k. vaughan,8.84,animation
city of vikings (the viking assassin #2),farah cook,8.54,fantasy
city of skies (the viking assassin #1),farah cook,7.74,fantasy
the singularity is coming: the artificial intelligence explosion,tony  thorne,8.64,documentary
"the six of crows duology boxed set (six of crows, #1-2)",leigh bardugo,9.36,fantasy
daisy jones & the six,taylor jenkins reid,8.44,history
flowers for algernon,daniel keyes,8.4,science fiction
measuring the world,daniel kehlmann,7.46,history
"passage (the sharing knife, #3)",lois mcmaster bujold,7.9,fantasy
curran (curran pov #1-2),gordon andrews,8.28,fantasy
the last of the wine,mary renault,8.1,history
"cabin fever (diary of a wimpy kid, #6)",jeff kinney,8.48,comedy
"the golden age (golden age, #1)",john c. wright,8.14,science fiction
the sounding,carrie salo,8.1,horror
song of the sparrow,lisa ann sandell,8.16,history
the ox-bow incident,walter van tilburg clark,7.72,adventure
"the infernal devices: clockwork angel (the infernal devices: manga, #1)",cassandra clare,8.42,fantasy
"the genetic lottery (egalia, #1)",allison goh,7.2,science fiction
"forbid me (the good ol' boys, #2)",m. robinson,8.06,romance
"the ignatius bible: revised standard version, second catholic edition",anonymous,9.42,documentary
"the hanging tree (rivers of london, #6)",ben aaronovitch,8.44,fantasy
"wicked 2: legacy & spellbound (wicked, #3-4)",nancy holder,7.76,fantasy
"underworld: evolution (underworld, #3)",greg cox,8.16,fantasy
"sea glass (fortune's rocks quartet, #2)",anita shreve,7.38,history
"singularity sky (eschaton, #1)",charles stross,7.68,science fiction
"pegasus (pegasus, #1)",robin mckinley,7.24,fantasy
moscow to the end of the line,venedikt erofeev,8.08,comedy
"a hope undaunted (winds of change, #1)",julie lessman,8.06,history
boys don't cry,malorie blackman,8.14,family
"chronicles of the black company (the chronicles of the black company, #1-3)",glen cook,8.46,fantasy
"captivated (affliction, #1)",e.m. jade,7.8,horror
"claimed (brides of the kindred, #1)",evangeline anderson,7.54,romance
"lament: the faerie queen's deception (books of faerie, #1)",maggie stiefvater,7.32,fantasy
silence of the wolves (call of the wilderness #1),hannah pole,6.84,fantasy
"the proposal (the proposition, #2)",katie ashley,8.06,romance
taming the blowing wind (dragon shaman #1),teresa garcia,8.52,fantasy
intertwined,jerilee kaye,8.8,romance
